ROW_ID,Sectors,G_ID,111 Crop Farming,112 Livestock,113 Forestry & Logging,114 Fishing0 Hunting & Trapping,115 Ag & Forestry Svcs,211 Oil & gas extraction,212 Mining,213 Mining services,221 Utilities,230 Construction,311 Food products,312 Beverage & Tobacco,313 Textile Mills,314 Textile Products,315 Apparel,316 Leather & Allied,321 Wood Products,322 Paper Manufacturing,323 Printing & Related,324 Petroleum & coal prod,325 Chemical Manufacturing,326 Plastics & rubber prod,327 Nonmetal mineral prod,331 Primary metal mfg,332 Fabricated metal prod,333 Machinery Mfg,334 Computer & oth electron,335 Electircal eqpt & appliances,336 Transportation eqpmt,337 Furniture & related prod,339 Miscellaneous mfg,42  Wholesale Trade,441 Motor veh & parts dealers,442 Furniture & home furnishings,443 Electronics & appliances stores,444 Bldg materials & garden dealers,445 food & beverage stores,446 Health & personal care stores,447 Gasoline stations,448 Clothing & accessories stores,451 Sports0 hobby0 book & music stores,452 General merch stores,453 Misc retailers,454 Non0store retailers,481 Air transportation,482 Rail Transportation,483 Water transportation,484 Truck transportation,485 Transit & ground passengers,486 Pipeline transportation,487 Sightseeing transportation,49A Postal service couriers & messengers,493 Warehousing & storage,511 Publishing industries,512 Motion picture & sound recording,515 Broadcasting,517 Telecommunications,518 Internet & data process svcs,519 Other information services,521 Monetary authorities,522 Credit intermediation & related,523 Securities & other financial,524 Insurance carriers & related,525 Funds0 trusts & other finan,531 Real estate,532 Rental & leasing svcs,533 Lessor of nonfinance intang assets,541 Professional0 scientific & tech svcs,551 Management of companies,561 Admin support svcs,562 Waste mgmt & remediation svcs,611 Educational svcs,621 Ambulatory health care,622 Hospitals,623 Nursing & residential care,624 Social assistance,711 Performing arts & spectator sports,712 Museums & similar,713 Amusement0 gambling & recreation,721 Accommodations,722 Food svcs & drinking places,811 Repair & maintenance,812 Personal & laundry svcs,813 Religious0 grantmaking0 & similar orgs,814 Private households,92 Government,Households LT10k,Households 10015k,Households 15025k,Households 25035k,Households 35050k,Households 50075k,Households 750100k,Households 1000150k,Households 150k+,Federal Government NonDefense,Federal Government Defense,Federal Government Investment,State/Local Govt NonEducation,State/Local Govt Education,State/Local Govt Investment,Capital,Inventory Additions/Deletions,Foreign Trade,Domestic Trade
1,111 Crop Farming,3,816.75,250.97,16.86,0,59.02,0,0.59,0.11,8.67,135.75,4216.86,520.96,59.5,0,2.08,0.16,75.17,19.47,0.43,0.2,118.07,27.68,0.07,0.01,0.06,0.04,0.1,0.1,0.08,0.39,23.97,1.57,7.04,0.78,0.52,1.58,15.23,1.52,0.53,2.15,0.52,0.04,0.91,3.51,0,0,0,0,0,0,0.08,0,0,0.13,0.06,0.02,0.12,0.24,0.14,0.15,0.19,0.2,0.12,0.01,35.45,0.05,0,12.58,0.89,50.05,0.05,4.42,0.42,1.85,1.96,0.08,0.08,0,2.75,1.1,17.55,0.02,0.03,0.52,0,0.51,165.01,246.63,197.41,196.75,336.34,456.01,548.09,309.92,392.46,0,0.46,0,97.06,10.56,0,0,79.62,8689.69,15045.43
11,112 Livestock,3,47.44,710.34,0.24,0,72.39,0,0,0,0,0.02,7034.08,0.01,5.92,2.84,0,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0.02,0,0.01,0,0.3,0.06,0,0,0,0.01,0.01,0.01,0,0.01,0,0,0.01,0.02,0,0,0,0,0,0,3.27,0,0,0.01,0.01,0,0.02,0.04,0.02,0.02,0.03,0.03,0.02,0,0.03,0.01,0,9.57,0.56,0.21,0.01,3.48,0.05,0.23,0.39,0.01,0.01,0,4.78,0.95,27.14,0,0,0.07,0,0.06,24.49,37.97,28.97,25.88,54.41,70.81,91.78,52.86,63.11,0,0.19,0,9.88,7.47,0,0,6.53,24.24,1813.15
15,113 Forestry & Logging,3,0,0,23.24,0,0.78,0,0.2,0,12.52,0,11.96,2.46,0,0,3.01,0.24,108.87,28.18,0.58,0.28,6.57,40.05,0.06,0,0,0,0,0.15,0.07,0.54,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.04,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,22.93,142.64
17,114 Fishing0 Hunting & Trapping,3,0,0,0,0,0,0,0,0,0,0,55.6,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.78,0,1.27,1.05,0,0,0,1.49,2.17,56.17,0,0,0.53,0,0.1,2.34,3.57,2.86,2.71,5.59,8.51,9.83,6.52,10.62,0,0,0,0.45,4.05,0,0,0,93.68,0
19,115 Ag & Forestry Svcs,3,3464.61,464.39,35.25,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,3.27,2.26,2.74,5.52,7,9.87,6.21,6.76,0,0,0,102.23,0,0,0,0,17.93,9814.94
20,211 Oil & gas extraction,6,6.51,2.5,0.08,0.01,0.4,110.01,1.61,0.43,927.63,58.37,3.26,1.6,0.1,0.04,0.04,0.01,0.62,1.02,1.07,5765.19,142.13,0.93,1.08,0.75,0.76,1.29,2.35,1.19,0.66,0.33,1,7.77,0.72,0.24,0.16,0.5,1.2,0.48,0.17,0.67,0.16,0.88,0.29,1.1,27.04,3.96,5.04,32.23,12.01,17.1,1.96,6.63,0.79,0.24,0.18,0.23,0.72,0.23,0.39,0.28,0.54,0.21,0.08,0,6.14,3.38,0.19,3.48,5.11,4.29,1.35,0.79,1.58,4.65,1.96,1.49,0.57,0.17,1.5,3.5,8.46,1.24,1.82,1.28,0,245.72,4.53,8.39,6.95,7.15,14.37,17.9,20.84,10.13,12.03,1.74,14.87,0,62.67,1.12,0,0,16.87,637.02,126.6
22,212 Mining,6,41,7.84,0.01,0,0.15,2.43,48.53,0.92,582.92,459.39,35.45,8.31,0.83,0.11,0.11,0,0.19,19.66,0.03,57.94,173.13,1.94,276.42,154.57,17.57,3.06,5.71,8.05,4.41,0.5,9.91,0.83,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.04,0.46,0.43,0.09,0.56,0.2,0,1.09,0.12,0.12,0.68,0.86,1.92,4.55,1.46,7.16,0.06,0.01,0.03,0.02,0,143.74,8.6,0,26.34,1.26,5.01,1.31,3.92,0.31,0.9,0.59,0.55,6.9,0.02,10.84,1.31,5.41,1.59,7.48,1.84,0,9.46,0.52,0.86,0.63,0.61,1.28,1.66,2.16,1.31,1.73,13.6,0.27,0,62.11,0.11,0,21.52,0.07,166.82,549.23
37,213 Mining services,6,0,0,0,0,0,254.73,66.93,89.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963.82,0.67,136.24,0
41,221 Utilities,10,184.58,35.77,0.1,0,9.08,19.54,32.59,2.41,7566.33,262.51,485.9,146.08,22.54,7.35,20.48,1.81,51.09,171.92,50.2,111.54,684.49,140.08,193.64,106.77,171.06,82.95,553.36,47.25,143.7,29.85,79.54,521.45,59.07,33.57,22.55,68.16,280.82,65.54,22.73,92.76,22.37,142.57,39.37,151.28,10.51,0.97,37.8,32.88,75.17,2.06,63.78,25.76,143.89,21.25,26.64,48.67,194.19,67.32,66.37,11.22,26.41,40.97,15.48,0.16,2948.86,41.53,14.29,335.56,302.87,99.25,23.21,382.99,158.9,245.38,103.81,81.87,43.46,10.4,102.46,235.56,650.11,65.33,97.47,60.58,0,167.94,634.63,1071.39,734.89,696.04,1304.52,1593.47,1763.93,896.38,1136.33,49.32,138.9,0,362.12,1819.67,0,0,0,157.01,33023.77
52,230 Construction,11,338.59,31.34,0.1,0.08,12.3,151.85,77.73,25.53,368.4,61.84,302.05,100.96,7.23,4.85,13.9,1.69,33.27,86.3,54.03,551.51,271.43,74.15,90.02,49.34,141.51,87.21,698.57,40.14,115.51,26.43,74.62,398.26,51.77,26.12,17.55,53.04,120.48,51,17.69,72.19,17.41,39.24,30.64,117.73,1,64.25,0,45.25,211.94,38.38,302.58,51.5,52.26,13.03,21.24,16.78,597.1,25.19,143.86,413.74,73.42,91.26,12.85,2.36,16552.46,33.42,13.19,242.36,152.99,79.43,6.89,32.76,123.04,102.41,62.19,111.97,18.72,9.74,43.35,230.16,349.16,43.25,101.04,303.93,0,7706.95,0,0,0,0,0,0,0,0,0,921.47,1144.42,1535.25,10372.09,33.92,32801.64,120062.33,0,56.22,0
65,311 Food products,12,5.39,1247.1,0.11,0.02,76.37,0.34,0.14,0.07,1.64,4.32,10069.09,2237.1,1.48,1.53,0.07,46.13,1.54,21.47,36.92,26.39,274.27,14.62,9.18,0.27,2.12,0.83,7.76,0.88,1.72,0.44,2.92,75.09,0.02,0.02,0.01,0.04,9.34,0.03,0.01,0.05,0.01,0.38,0.02,0.08,0.77,0.02,1.93,0.07,0.14,0,1.5,0.02,0.04,1.81,2.8,0.01,0.54,0.1,1.09,0.01,0.01,0.01,0.01,0,2.05,0.08,0.01,98,0.98,1.76,0.27,336.6,8.36,383.83,224.74,385.53,55.72,0.58,94.94,146.34,4917.87,0.5,1.33,35.82,0,40.32,1701.66,2500.71,1944.13,1588.24,3371.59,4395.62,5273.7,3006.49,3660.48,3.39,87.11,0,1862.05,965.4,0,0.76,496.93,6026.25,32649.4
106,312 Beverage & Tobacco,12,0,13.38,0,0.11,0.2,0,0,0,0,0,163.85,992.4,0,0,0,0.12,0,0.05,0.1,0.06,0.59,0.01,0.02,0,0,0,0,0,0,0,0,1.73,0,0.01,0,0.01,0.02,0.01,0,0.02,0,0,0.01,0.03,1.98,0,0.27,0,0,0,0.54,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2.35,13.47,0,0,42.69,0,24.36,10.96,3.42,3.03,0.38,75.27,27.47,1487.81,0,0,8.18,0,6.54,797.52,1107.3,885.21,799.21,1533.32,1959.04,2545.44,1339.78,1930.58,0.01,2.97,0,97.9,71.66,0,0,642.79,1757.29,15199.63
112,313 Textile Mills,12,4.73,0.23,0,0,3.71,0.2,0.12,0.04,0.98,10.02,2.38,2.15,36.95,44.97,112.69,3,5.27,25.58,5.71,2.48,32.49,16.09,3.56,0.15,1.44,9.52,7.11,0.77,18.17,43.59,56.86,3.7,0.15,1.24,0.83,2.52,0.29,2.43,0.84,3.43,0.83,1.77,1.46,5.6,0,0.01,0.1,0.19,0.12,0,0.21,0.25,0.04,0.48,5.05,0.09,0.5,0.12,0.4,0.01,0.02,0.11,0.1,0,3.2,0.7,0.04,5.22,0.46,1.57,0.29,0.42,5.8,4.47,1.15,2.12,0.06,0.03,4.82,0.86,2.14,3.29,1.87,0.07,0,0.5,5,10.24,8.03,6.78,12.56,17.92,24.46,14.71,16.95,1.33,5.14,0.04,9.9,0.83,0.06,5.28,2.62,267.95,1214.12
119,314 Textile Products,12,3.19,0.32,0,0.01,7.51,0.01,0.01,0,0.03,39.61,2.86,1.28,2.61,7.22,16.9,0.2,1.73,1.65,0.35,1.27,0.86,19.34,1.99,0.04,0.63,0.92,1.34,0.17,29.91,7.38,4.61,15.12,0.62,0.83,0.56,1.68,2.29,1.62,0.56,2.29,0.55,24.97,0.97,3.74,0.01,0,1.47,0.34,0.01,0.02,0.47,0.8,0.05,0.03,0.45,0.07,0.29,0.3,0.01,0,0,0.07,0.11,0,8.97,1.15,0.04,2.49,0.07,2.51,1.46,0.09,0.77,9.54,11.28,8.07,0.03,0,5.15,11.25,9.24,0.78,11.26,0.25,0,0.35,16.12,31.19,21.62,25.88,47.38,61.02,95.78,66.26,88.05,2.3,16.21,0.6,18.91,0.17,0.82,64.34,1.31,153.7,940.74
124,315 Apparel,12,0.17,0.02,0,0,0.4,0,0,0,0,2.03,0.14,0.06,1.21,0.76,95.92,0.05,0.11,0.17,4.88,0.07,0,1.05,0.12,0,0,0.07,0.02,0,1.65,0.54,0.6,31.25,0.06,0.19,0.13,0.39,0.12,0.37,0.13,0.53,0.13,28.14,0.22,0.86,0,0,0.08,0.02,0,0,0.02,0.04,0,0,0.83,0.21,7.11,0.02,0,0,0,0,0.01,0,0.46,0.31,0,2.4,0.1,6.27,1.76,0.39,0.54,0.73,0.61,5.75,1.14,0,0.42,0.64,0.78,2.33,1.17,15.46,0,1.11,52.03,92.2,68.15,52.6,128.95,209.79,239.12,190.07,259.75,0.19,1.4,0.03,30.2,0.22,0.05,3.73,4.87,989.04,4132.33
131,316 Leather & Allied,12,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0.21,0.25,0.5,0,0,0.45,0.01,0,0,0,0,0,0,0,0,1.44,0,0.15,0.02,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0.15,0,0,0,0,1.17,2.1,1.9,1.68,3.27,5.44,7.23,4.89,10.52,0.01,0.07,0,0.05,0,0,0,0.08,212.08,317.26
134,321 Wood Products,12,21.58,2.66,3.71,0.04,0.03,0.01,0.5,0.56,0.03,1711.43,3.87,27.22,0.02,1.25,0.01,0.16,464.44,85.94,0.29,0.1,12.12,27.22,18.95,5.49,8.31,28.31,118.18,7.5,86.01,243.18,50.89,82.55,4.06,2.65,1.78,5.38,22.9,5.17,1.79,7.32,1.76,5.44,3.1,11.93,0.01,40.91,0.02,7.58,0.05,0.12,1.17,3.41,3.12,3.52,6.3,7.19,16.92,64.29,6.47,0.95,1.11,0.15,0.81,0,949.09,22.69,0.68,25.15,0.09,22.63,1.72,1.95,10.02,3.74,0.26,32.31,0.68,0.04,5.38,18.02,98.83,4.13,1.46,2.38,0,8.35,4.51,8.39,7.12,6.68,14.85,20.75,29.17,17.73,37.69,1.71,1.94,2.05,216.24,4.04,0.28,378.21,13.42,240.86,668.67
146,322 Paper Manufacturing,12,19.41,2.73,0,0,0.31,0.17,1.87,0.42,1.76,183.44,1038.58,414.88,8.02,4.76,3.28,1.37,15.62,1057.34,387.37,19.05,276.39,157.47,74.55,22.62,106.29,72.68,254.96,65.77,108.85,55.3,147.2,200.82,4.86,5.2,3.49,10.56,36.76,10.15,3.52,14.37,3.47,8.9,6.1,23.43,2.43,1.27,0.36,10.43,14.68,0.92,22.87,50.63,6.7,91.35,15.12,2.04,23.75,12.87,32.81,10.28,11.33,8.15,8.13,0.09,50.77,5.45,22.92,215.14,20.36,105.11,10.93,12.85,134.13,200.04,56.02,35.53,4.11,0.41,8.28,104.8,222.39,13.96,12.62,11.08,0,2.06,45.83,94.28,69.95,61.5,119.77,188.63,222.7,166.04,273.7,78.25,9.22,0,552.64,62.31,0.07,0.14,13.17,559.24,2230.77
154,323 Printing & Related,12,2.29,1.16,0.02,0,1.64,0.33,0.55,0.77,5.77,40.5,16.78,23.37,0.26,0.21,18.15,0.15,2.01,1.67,101.84,2.12,58.14,2.55,2.29,0.85,5.82,4.96,26.15,1.8,5.48,1.85,8.45,401.43,10.29,14.23,9.56,28.89,14.33,27.77,9.63,39.31,9.48,6.47,16.68,64.11,3.28,1.33,1.41,21.17,8.73,0.5,5.03,15.21,3.56,447.72,118.31,31.41,71.25,33.02,768.18,15.27,19.78,261.19,153.63,1.16,69.17,6.9,51.19,745.27,111.14,181.38,4.33,47.83,137.93,76.85,11.52,81.14,41.45,29.06,30.11,58.89,66.46,17.62,44.43,40.04,0,74.38,11.73,16.94,11.79,15.45,25.72,32.94,48.57,41.46,55.75,103.16,88.89,78.55,702.2,53.12,18.83,386.14,3.11,387.47,1749.11
156,324 Petroleum & coal prod,12,616.45,227.46,7.22,1.25,50.94,26.58,113.92,37.82,489.17,5320.15,281.51,141.83,12.01,8.3,3.98,1.03,42.35,88.59,100.63,1434.88,1450.25,117.65,103.05,63.43,99.25,120.82,269.46,117.92,71.03,31.16,100.32,477.41,35.96,9.87,6.63,20.04,50.31,19.27,6.68,27.27,6.58,23.99,11.57,44.47,2445.3,358.17,455.4,2915.25,1042.03,17.26,178.33,599.72,43.82,14.49,9.98,8.54,37.52,18.15,36.44,25.24,48.56,8.81,3.21,0.37,491.44,97.87,3.42,171.29,134.66,357.44,92.2,43.4,104.27,203.72,73.98,63.32,17.76,5.7,72.94,110.36,293.91,48.14,63.88,60.1,0,595.55,431.1,805.31,658.37,675.14,1357.28,1691.01,1972.12,965.04,1142.52,160.17,1347.37,0.02,5708.42,107.42,0.12,6.91,19.72,5105.89,12489.76
161,325 Chemical Manufacturing,12,1023.04,64.33,0.03,0.01,569.64,65.24,26.23,13.42,312.38,864.45,350.51,226.54,264.9,211.69,13.37,9.27,87.35,313.7,249.07,563.86,10133.17,1978.3,203.9,43.01,408.62,165.99,1493.74,170.75,338.47,87.18,464.53,90.04,3.59,2.45,1.64,4.97,5.19,4.78,1.66,6.76,1.63,0.6,2.87,11.03,6.72,4.18,1.45,21.69,29.22,0.15,50.09,8.16,7.27,24.04,16.05,2.29,105,19.49,31.67,2.24,3.06,1.54,2.05,0,396.17,15.26,2.16,683.44,122.8,307.33,52.29,38.78,1570.13,1052,94.95,58.65,1.59,6.32,34.84,9.02,70.77,98.62,181.37,4.27,0,105.99,805.8,1768.64,1156.12,1093.66,2202.63,2767.26,3353.2,1885.2,2079.95,89.24,123.55,0.32,1541.21,217.93,0.36,149.98,752.81,12375.92,43173.16
188,326 Plastics & rubber prod,12,56.93,7.85,0,0.01,8.16,0.21,12.19,1.19,1.59,1345.42,518.93,473.82,4.06,5.23,1.48,5.54,14.06,64.82,20.61,17.53,361.81,432.39,38.24,10.15,92.82,232.32,727.17,84.52,585.03,212.45,286.54,293.19,24.06,8.93,6,18.12,60.16,17.43,6.04,24.67,5.95,9.67,10.47,40.22,0.65,0.18,0.09,67.75,16.65,0.94,12.78,94.41,6.07,17.08,4.82,45.82,85.21,14.5,3.86,0.35,1.52,2.81,13.82,0,324.41,28.02,7.98,190.85,9.12,65.89,11.52,23.57,232.7,75.56,32.1,32.86,1.86,0.26,6.74,5.9,309.2,198.06,26.37,5.82,0,79.49,58.29,82.18,72.35,64.47,124.34,209.17,223.45,128.51,154.13,19.56,57.05,0.87,271.4,54.08,0.43,16.08,6.1,1257.03,5155.06
199,327 Nonmetal mineral prod,12,1.73,0.11,0,0,0.75,2.41,7.99,3.26,8.61,4788.97,82.52,519.12,4.69,0.13,0.24,0.01,31.81,12.54,0.78,118.57,98.75,53.4,825.97,59.66,71.03,97.68,266.38,94.21,274.38,17.3,58.61,15.53,8.1,1.74,1.17,3.54,4.55,3.4,1.18,4.81,1.16,0.63,2.04,7.85,0.01,0.18,0.01,2.79,3.36,0.05,0.6,2.3,1.8,0.64,0.29,12.14,71.54,80.47,1.94,0.66,1.51,0.39,0.69,0,565.85,13.15,0.53,214.3,6.54,59.33,5.82,5.66,144.09,44.15,9.23,15.44,1.74,0.13,8.55,4.93,257.16,30.05,29.53,0.96,0,170.31,44.78,53.17,45.87,18.65,60.52,76.86,102.53,52.58,75.02,20.8,2.96,0.07,57.12,21.02,0.11,1.77,20.58,575.28,778.96
217,331 Primary metal mfg,12,0.74,0.27,0,0,0.04,2.93,2.33,1.72,0.09,115.04,1.49,66.47,0.03,0.65,0.03,0.01,2.88,4.73,0.63,4.25,6.71,17.98,13.05,475.75,1078.01,423.1,776.66,302.03,564.01,64.38,154.23,8.41,0.09,0.03,0.02,0.07,0.04,0.07,0.02,0.09,0.02,0.02,0.04,0.15,0.22,11.21,0.12,0.24,0.1,0.02,4.24,0.09,0.05,0.64,0.67,1.72,10.38,4.11,5.84,0.02,0.02,0.07,0.06,0,26.27,8.55,0.07,37.04,0.71,6.55,12.5,1.63,3.7,0.7,0.27,4.03,0.79,0,4.37,0.42,6.71,11.58,1.66,0.54,0,16.85,0.75,1.27,1.13,0.9,1.98,3.33,4.4,2.48,3.61,3.59,2.38,0.26,3.55,0.12,0.31,3.23,0.16,1114.18,3663.19
231,332 Fabricated metal prod,12,33.37,60.6,0.01,0.07,4.36,10.53,8.14,3.75,14.13,4234.35,434.37,622.31,6.75,8.52,12.17,4.17,68.56,115.43,48.29,35.43,350,193.23,120.95,108.6,1617.47,936.59,2369.42,402.87,1456.37,164.58,262.81,78.35,9.79,5.39,3.62,10.95,6.4,10.53,3.65,14.91,3.6,0.93,6.33,24.31,16.48,3.92,50.1,120.72,31.55,11.85,50.73,27.1,11.06,41.26,2.27,188.41,462.53,77.14,19.88,0.92,3.14,2.14,2.25,0.2,806.72,40.39,17.03,253.57,33.22,101.97,93.1,17.12,19.59,14.36,1.13,61.62,2.46,0.18,30.38,36.78,319.19,200.16,15.78,2.76,0,281.47,28.58,45.13,33.82,41.17,70.36,129.46,164.27,94.58,164.89,38.93,244.24,118.3,149.62,23.7,60.45,585.26,38.95,2405.92,12067.8
262,333 Machinery Mfg,12,47.88,9.77,0.12,0.01,1.84,13.68,39.37,23.28,12.13,705.59,26.8,69.81,0.23,0.28,0.36,0.03,5.01,18.38,19.6,3.31,40.91,18.77,5.97,12.05,76.67,527.6,85.87,35.17,343.26,2.85,35.86,22.35,1.81,0.55,0.37,1.12,1.43,1.07,0.39,1.52,0.37,0.49,0.66,2.48,0.44,0.92,0.46,6.64,8.8,1.4,46.04,1.59,13.83,2.8,2.2,12.29,18.69,7.8,36.16,0.08,0.14,0.44,0.09,0,124.34,11.26,0.11,66.99,6.07,79.01,80.95,28.46,5.07,3.51,1.22,2,0.36,0.04,1.83,0.82,28.25,106.52,6.92,0.38,0,33.33,7.64,13.46,11.07,16.91,21.8,35.12,44.57,28.29,35.59,2.06,15.64,25.82,42.34,47.1,162.76,4176.85,73.54,12077.98,10273.87
301,334 Computer & oth electron,12,4.92,0.57,0,0,2.31,0.39,0.6,3.72,4.34,509.59,21.53,211.92,7.43,8.7,5.53,1.64,22.23,71.53,60.34,21.21,234.64,87.55,56.21,33.94,216.5,299.51,21050.83,211.75,1220.18,54.2,199.81,250.25,20.04,2.89,1.94,5.87,11.86,5.65,1.96,7.99,1.93,1.2,3.39,13.03,0.86,0.92,0.52,13.36,5.03,0.43,6.49,1.25,5.14,118.18,158.04,82.72,2729.31,181.96,290.49,10.33,109.11,43.88,2.32,4.21,82.2,17.76,5.19,810.6,250.96,194.42,30.57,116.91,152.82,17.71,5.12,14.03,1.26,0.04,9.13,52.78,45.81,293.05,10.5,11.54,0,102.75,243.87,409.59,318.36,315.02,631.49,920.83,1203.33,882.08,1288.91,89.84,1127.16,1753.82,123.7,57.62,926.41,10854.21,881.88,33035.89,102162.03
325,335 Electircal eqpt & appliances,12,10.34,1.85,0,0.06,0.81,0.14,0.24,0.5,0.45,1011.01,14.63,18.26,0.3,0.35,0.74,0.03,9.79,4.7,2.09,5.38,15.67,12.24,5.96,17.8,52.16,204.65,691.19,207.04,111.96,2.6,35.3,13.71,1.53,0.66,0.44,1.34,2.19,1.29,0.45,1.83,0.44,3.46,0.77,2.98,0.15,3.89,0.63,4.45,18.5,0.09,1.27,1.89,10.56,0.18,0.16,0.94,80.37,14.72,0.33,0.56,1.33,0.88,0.81,0,112.53,13.59,0.02,148.92,3.09,57.25,19.35,13.49,1.88,6.28,4.31,9.73,0.58,0,4.28,5.03,46.27,80.68,13.2,0.18,0,55.12,49.72,86.76,67.81,59.74,125.53,194.94,225.83,136.61,181.17,27.18,20.69,24.79,56.56,15.09,68.22,755.1,21.24,2840.02,4019.69
343,336 Transportation eqpmt,12,18.17,4.57,0.02,0.14,4.72,0.93,4.11,1.49,3.73,363.27,38.58,43.96,0.54,0.6,0.92,0.09,11.56,9.53,4.62,7.46,23.63,8.5,13.75,6.7,30.09,233.73,205.47,14.44,4073.73,9.21,19.95,140.32,22.29,5.37,3.61,10.91,25.25,10.49,3.64,14.84,3.58,3.1,6.3,24.2,44.76,30.68,31.83,222.86,42.79,0.21,32.16,48.75,16.19,15.97,11.63,24.64,47.42,7.76,40.58,5.21,7.51,24.29,6.86,0.66,34.37,20.48,13.74,201.01,41.36,148.71,42.03,19.23,22.82,15.45,3.76,33.65,8.03,0.38,9.25,5.84,38.33,439.3,10.39,7.11,0,24.78,127.17,327.94,317.79,390.53,592.23,1170.31,1541.78,884.93,1211.97,15.49,717.04,652.07,193.49,32.06,243.2,8262.96,447.78,16323.69,27206.95
368,337 Furniture & related prod,12,0.32,0.09,0,0,0.05,0.01,0.04,0.01,0.02,425.48,2.21,1.85,0.02,0.04,0.08,0.02,10.84,1.04,0.38,0.09,1.25,5.83,0.31,0.13,1.92,10.97,83.99,0.71,11.63,116.78,23.19,25.95,3.69,1.47,0.99,2.99,0.16,2.88,1,4.07,0.98,0.11,1.73,6.64,0.07,0.01,0.11,0.26,0.08,0.02,1.02,0.25,0.03,0.18,0.02,0.28,3.97,17.46,0.05,0.01,0.02,0.01,0.03,0,313.4,3.16,0.05,12.73,0.18,0.46,0.17,0.09,5.56,1.16,0.18,2.78,35.57,0,10.52,0.24,22.48,9.67,0.97,0.14,0,2.39,51.84,101.32,88,90.5,220.83,265.99,396.49,234.77,484.44,0.16,0.43,1.83,1.53,0.22,126,1033.43,28.8,376.41,3326.26
379,339 Miscellaneous mfg,12,4.17,4.85,0.04,0,0.76,0.17,0.44,0.26,1.48,102.56,5.89,6.45,0.68,1.83,31.58,3,5.89,1.95,1.62,2.13,25.19,6.26,14.68,1.93,6.06,44.77,44.59,13.4,36.34,5.47,646.54,42.4,5.3,2.35,1.53,4.62,6.16,4.59,1.54,7.13,1.57,1.3,2.76,10.59,1.14,0.75,0.39,1.73,1.5,0.09,2.06,3.95,3.38,5.29,4.47,4.29,22.57,11.91,21.73,3.21,6.1,10.71,4.29,0.25,41.23,3.15,5.55,176.12,11.67,88.85,35.27,20.12,845.94,374.28,43.71,98.76,5.38,1.7,14.18,11.47,47.9,16.07,42.48,9.53,0,9.56,114.93,213.48,129.23,209.9,330.49,577.9,693.34,430.74,1371.45,17.83,21.11,26.09,422.93,52.32,54.66,1743.01,40.4,6168.31,12390.06
395,42  Wholesale Trade,34,1112.77,866.9,27.49,0.72,372.96,32.51,108.6,37.49,230.21,8712.03,6974.12,2147.17,94.96,99.71,495.35,62.48,506.86,729.66,260.88,1284.08,4078.34,830.62,503.81,847.16,1540.39,1945.15,11194.65,1019.03,3833.14,548.92,1573.85,4755.37,161.1,112.93,75.85,229.32,153.23,220.49,76.46,312.08,75.26,127.97,132.44,508.96,431.37,232.31,270.03,1148.31,556.26,10.79,167.35,504.86,71.62,586.02,51.62,243.31,1150.74,207.08,309.43,24.24,100.1,89.23,47.33,2.9,1682.3,1144.05,35.45,1536.69,318.8,790.16,233.88,279.94,2116.95,1328.32,226.56,362.08,62.09,13.63,179.24,180.6,2229.96,730.67,252.33,116,0,494.08,2540.77,4372.45,3293.8,3211.3,6270.49,8629.39,10730.86,6260.85,9164.34,246.12,882.34,702.84,3329.01,0.24,767.47,16300.17,612.98,28972.96,23767.48
