ROW_ID,Sectors,G_ID,111 Crop Farming,112 Livestock,113 Forestry & Logging,114 Fishing0 Hunting & Trapping,115 Ag & Forestry Svcs,211 Oil & gas extraction,212 Mining,213 Mining services,221 Utilities,230 Construction,311 Food products,312 Beverage & Tobacco,313 Textile Mills,314 Textile Products,315 Apparel,316 Leather & Allied,321 Wood Products,322 Paper Manufacturing,323 Printing & Related,324 Petroleum & coal prod,325 Chemical Manufacturing,326 Plastics & rubber prod,327 Nonmetal mineral prod,331 Primary metal mfg,332 Fabricated metal prod,333 Machinery Mfg,334 Computer & oth electron,335 Electircal eqpt & appliances,336 Transportation eqpmt,337 Furniture & related prod,339 Miscellaneous mfg,42  Wholesale Trade,441 Motor veh & parts dealers,442 Furniture & home furnishings,443 Electronics & appliances stores,444 Bldg materials & garden dealers,445 food & beverage stores,446 Health & personal care stores,447 Gasoline stations,448 Clothing & accessories stores,451 Sports0 hobby0 book & music stores,452 General merch stores,453 Misc retailers,454 Non0store retailers,481 Air transportation,482 Rail Transportation,483 Water transportation,484 Truck transportation,485 Transit & ground passengers,486 Pipeline transportation,487 Sightseeing transportation,49A Postal service couriers & messengers,493 Warehousing & storage,511 Publishing industries,512 Motion picture & sound recording,515 Broadcasting,517 Telecommunications,518 Internet & data process svcs,519 Other information services,521 Monetary authorities,522 Credit intermediation & related,523 Securities & other financial,524 Insurance carriers & related,525 Funds0 trusts & other finan,531 Real estate,532 Rental & leasing svcs,533 Lessor of nonfinance intang assets,541 Professional0 scientific & tech svcs,551 Management of companies,561 Admin support svcs,562 Waste mgmt & remediation svcs,611 Educational svcs,621 Ambulatory health care,622 Hospitals,623 Nursing & residential care,624 Social assistance,711 Performing arts & spectator sports,712 Museums & similar,713 Amusement0 gambling & recreation,721 Accommodations,722 Food svcs & drinking places,811 Repair & maintenance,812 Personal & laundry svcs,813 Religious0 grantmaking0 & similar orgs,814 Private households,92 Government,Households LT10k,Households 10015k,Households 15025k,Households 25035k,Households 35050k,Households 50075k,Households 750100k,Households 1000150k,Households 150k+,Federal Government NonDefense,Federal Government Defense,Federal Government Investment,State/Local Govt NonEducation,State/Local Govt Education,State/Local Govt Investment,Capital,Inventory Additions/Deletions,Foreign Trade,Domestic Trade
396,441 Motor veh & parts dealers,35,0,1.19,0.05,0.01,0,0.19,1.24,0.41,0.55,362.79,26.62,30.41,0.28,0.35,0,0,3.53,5.35,2.47,0,15.39,3.53,9.55,2.44,10.89,79.82,65.19,0,85.97,4.99,12.35,0.37,15.05,3.41,2.29,6.92,20.35,6.65,2.31,9.41,2.27,0.12,3.99,15.35,0,0.59,0,165.86,0.96,0,3.84,16.37,2.04,6.45,2.01,0,9.28,0.27,4.08,0.79,2.42,1.58,0.89,0,32.08,15.55,0,22.33,0,51.06,2,0,0,0,0,0,0,0,0.5,0.92,6.48,358.63,5.69,2.45,0,0,776.33,1356.33,1026.19,999.17,1987.11,2838.64,3493.9,2137.19,3238.42,0,0,0,0,0,0,1500.07,0,0,23.22
397,442 Furniture & home furnishings,35,1.05,0.22,0,0,0.05,0.01,0.21,0,1.27,816.24,3.93,6.51,0,0.23,0,0.02,0.24,0.42,13.01,0.9,24.65,0.83,0.12,0.08,0.97,2.08,2.77,0.75,2.91,3.35,5.44,3.68,6.29,0.83,0.55,1.68,1.84,1.61,0.56,2.28,0.55,3.24,0.97,3.72,0.02,0.12,2.81,15.25,0.83,0.06,0.39,3.61,0.03,0.25,0.36,0,0.22,0.71,3.83,0.55,0.6,0.77,0.44,0,109.85,0.49,0,6.5,0,5.5,0.19,0.74,4.03,1.28,0.33,0.51,5.31,0.09,1.95,14.54,42.63,20.18,0.94,0.57,0,0.03,241.05,421.14,318.63,310.24,617,881.4,1084.85,663.6,1005.53,0.07,0.02,0,2.03,0.6,0,248.59,0,0,437.33
398,443 Electronics & appliances stores,35,1.15,0.27,0,0,0.03,0.01,0.24,0.01,1.54,965.29,2.03,4.96,0,0.26,0,0.01,0.14,0.5,15.76,0.85,23.22,1.01,0.1,0.04,0.76,1.22,3.14,0.89,3.53,2.7,6.55,4.46,7.62,1,0.67,2.03,2.23,1.95,0.68,2.76,0.67,3.93,1.17,4.51,0.02,0.15,3.41,18.46,1,0.07,0.47,4.37,0.04,0.3,0.44,0,0.26,0.86,4.64,0.66,0.72,0.94,0.54,0,133.02,0.57,0,7.87,0,4.36,0.24,0.89,4.88,1.55,0.41,0.62,6.41,0.11,1.42,10.45,51.62,17.12,1.13,0.67,0,0.03,109.11,190.63,144.23,140.43,279.29,398.98,491.07,300.39,455.16,0.09,0.02,0,2.7,0,0,301.01,0,0,545.32
399,444 Bldg materials & garden dealers,35,2.36,0.52,0,0,0.1,0.04,0.49,0.02,2.93,2003.1,14.92,55.31,0,1,0,0.04,0.57,0.96,30.07,1.96,67.63,1.92,0.37,0.22,3.16,9.66,6.29,1.76,6.73,14.52,12.69,8.51,14.54,1.91,1.28,3.87,4.26,3.73,1.29,5.27,1.27,7.49,2.24,8.6,0.05,0.28,6.5,35.24,1.91,0.14,0.89,8.34,0.08,0.67,0.84,0,0.5,1.64,8.85,1.27,1.38,1.79,1.02,0,253.86,1.12,0,15.01,0,20.88,0.45,1.7,9.31,2.95,0.77,1.19,12.27,0.21,4.03,29.95,98.52,42.91,2.16,1.56,0,0.06,513.28,896.76,678.48,660.62,1313.81,1876.81,2310.04,1413.04,2141.13,0.17,0.04,0,4.97,0.54,0,574.48,0,0,34.26
400,445 food & beverage stores,35,0.28,0.07,0,0,0,0,0.04,0,0.38,87.41,4.46,8.37,0,0,0,0,0,0.43,9.83,0.29,11.2,0.89,0.36,0.05,0.82,1.33,1.43,0.73,2.59,3.53,6.29,2.87,0.9,0.35,0.24,0.71,1.84,0.69,0.24,0.97,0.23,0.15,0.41,1.59,0,0.1,0,9.55,0.29,0.04,0.23,0,0,0,0.35,0,0,0.66,2.19,0.39,0.47,0.5,0.28,0,49.1,0.23,0,5.03,0,5.24,0.17,0.25,2.92,0.96,0.14,0.27,0,0,0.17,8.81,6.99,14.64,0.75,0.26,0,0,1020.85,1783.54,1349.41,1313.87,2612.99,3732.73,4594.36,2810.34,4258.42,0,0,0,0.07,0.34,0,86.68,0,0,4817.36
401,446 Health & personal care stores,35,2.35,0.55,0,0,0.07,0.01,0.5,0.01,3.13,1933.65,3.71,5.1,0,0.46,0,0.02,0.28,1.03,32.16,1.73,43,2.06,0.18,0.07,1.49,2.43,6.41,1.82,7.2,5.15,13.35,9.1,15.54,2.04,1.37,4.14,4.56,3.98,1.38,5.64,1.36,8.01,2.39,9.2,0.05,0.3,6.95,37.68,2.05,0.15,0.95,8.92,0.08,0.6,0.9,0,0.54,1.75,9.46,1.35,1.47,1.91,1.09,0,271.45,1.17,0,16.05,0,9.08,0.48,1.82,9.96,3.16,0.83,1.27,13.1,0.22,2.9,21.24,105.34,34.86,2.31,1.35,0,0.07,478.34,835.71,632.29,615.64,1224.36,1749.03,2152.77,1316.83,1995.36,0.18,0.04,0,5.36,0.45,0,614.27,0,0,826.63
402,447 Gasoline stations,35,1.15,0.25,0,0,0.05,0.02,0.23,0.01,1.43,915.87,4.87,7.83,0,0.2,0,0.02,0.19,0.47,14.69,0.94,21.87,0.94,0.1,0.04,0.79,2.06,3.06,0.83,3.29,2.82,6.1,4.16,7.1,0.93,0.63,1.89,2.08,1.82,0.63,2.58,0.62,3.66,1.09,4.2,0.02,0.14,3.17,17.21,0.93,0.07,0.44,4.08,0.04,0.28,0.41,0,0.25,0.8,4.32,0.62,0.67,0.87,0.5,0,124,0.55,0,7.33,0,12.42,0.22,0.83,4.55,1.44,0.38,0.58,6.04,0.1,1.9,14.08,48.12,20.4,1.06,0.67,0,0.03,274.03,478.77,362.23,352.69,701.42,1002,1233.29,754.4,1143.11,0.08,0.02,0,2.45,0.18,0,280.6,0,0,30.48
403,448 Clothing & accessories stores,35,2.12,0.46,0,0,0.09,0.01,0.42,0.01,2.63,1626.76,4.5,3.36,0,0.38,0,0.03,0.36,0.86,26.98,1.77,37.94,1.73,0.18,0.06,1.35,2.86,5.65,1.53,6.04,4.56,11.22,7.64,13.04,1.71,1.15,3.48,3.82,3.34,1.16,4.73,1.14,6.72,2.01,7.72,0.04,0.25,5.83,31.61,1.72,0.13,0.8,7.49,0.07,0.5,0.76,0,0.45,1.47,7.94,1.14,1.23,1.61,0.92,0,227.76,1,0,13.47,0,7.18,0.4,1.53,8.36,2.65,0.69,1.07,10.99,0.19,3.65,27.15,88.39,38.78,1.94,1.12,0,0.06,569.93,995.73,753.36,733.53,1458.81,2083.95,2565,1568.99,2377.44,0.15,0.03,0,4.62,0,0,515.41,0,0,4323.33
404,451 Sports0 hobby0 book & music stores,35,0.78,0.18,0,0,0.03,0.01,0.16,0,1.01,624.87,2.8,2.39,0,0.14,0,0.01,0.11,0.33,10.36,0.6,16.1,0.66,0.06,0.03,0.59,1.7,2.1,0.59,2.32,2.4,4.31,2.93,5.01,0.66,0.44,1.34,1.47,1.28,0.45,1.82,0.44,2.58,0.77,2.96,0.02,0.1,2.24,12.14,0.66,0.05,0.31,2.88,0.03,0.19,0.29,0,0.17,0.57,3.05,0.44,0.47,0.62,0.35,0,87.48,0.38,0,5.17,0,4.32,0.15,0.59,3.21,1.02,0.27,0.41,4.23,0.07,1.1,8.1,33.95,12.51,0.75,0.44,0,0.02,169.57,296.26,224.15,218.25,434.04,620.04,763.17,466.82,707.36,0.06,0.01,0,1.67,0.31,0,197.97,0,0,378.22
405,452 General merch stores,35,1.02,0.62,0.03,0.01,0,0.03,0.08,0,0.61,301.1,9.63,15.78,0,0.47,0,0,0.18,1.05,33.71,0.81,16.86,1.94,0.69,0.12,1.67,6.24,6.91,1.49,8.9,6.6,11.24,9.32,2.33,1.04,0.7,2.11,5.24,2.03,0.7,2.87,0.69,0.27,1.22,4.68,0,0.19,0,29.38,0.53,0.15,0.42,0.7,0.19,0.54,0.95,0,0.78,1.82,10.55,1.45,1.6,2.1,1.15,0,106.83,2,0,16.79,0,19.55,0.47,7.85,9.56,3.15,0.62,1.5,0.52,0.31,0.62,29.36,76.92,44.16,2.81,1.45,0,0,1056.87,1846.46,1397.02,1360.23,2705.18,3864.42,4756.45,2909.49,4408.66,0.18,0,0,2.77,0.43,0,421.29,0,0,1.14
406,453 Misc retailers,35,1.38,0.3,0,0,0.06,0.01,0.27,0,1.69,1087.14,3.45,9.7,0,0.33,0,0.02,0.25,0.55,17.34,1.17,25.99,1.11,0.12,0.04,0.89,1.57,3.66,0.98,3.88,3.3,7.21,4.91,8.38,1.1,0.74,2.23,2.46,2.15,0.74,3.04,0.73,4.32,1.29,4.96,0.03,0.16,3.75,20.31,1.1,0.08,0.51,4.81,0.04,0.34,0.49,0,0.29,0.95,5.1,0.73,0.79,1.03,0.59,0,146.35,0.65,0,8.65,0,5.86,0.26,0.98,5.37,1.7,0.45,0.68,7.06,0.12,2.46,18.33,56.8,25.83,1.25,0.76,0,0.04,274.4,479.41,362.72,353.17,702.37,1003.35,1234.96,755.41,1144.65,0.1,0.02,0,0,9.11,0,331.19,0,0,1758.52
407,454 Non0store retailers,35,1.84,0.41,0,0,0.07,0.02,0.38,0,2.34,1460.62,6.13,13.33,0,0.44,0,0.02,0.28,0.77,24.03,1.47,33.12,1.54,0.15,0.05,1.18,1.92,4.94,1.36,5.38,4.05,9.98,6.8,11.62,1.52,1.02,3.1,3.4,2.98,1.03,4.21,1.02,5.99,1.79,6.87,0.04,0.22,5.19,28.15,1.53,0.11,0.71,6.67,0.06,0.47,0.67,0,0.4,1.31,7.07,1.01,1.1,1.43,0.82,0,202.84,0.89,0,11.99,0,10.12,0.36,1.36,7.44,2.36,0.62,0.95,9.8,0.17,2.86,21.17,78.71,31.46,1.73,1.06,0,0.05,1197.08,2091.43,1582.36,1540.69,3064.07,4377.12,5387.5,3295.5,4993.56,0.14,0.03,0,0,12.63,0,459.01,0,0,3341.45
408,481 Air transportation,36,23.21,5.23,0,0,10.11,0.36,1.53,2.46,42.33,237.44,202.21,61.47,3.73,2.6,7.75,1.45,23.08,29.05,50.19,17.08,122.95,58.63,47.75,16.62,92.63,76.86,280.27,13.87,93.22,30.08,75.44,478.85,9,4.1,2.75,8.32,7.97,8,2.77,11.32,2.73,20.59,4.81,18.47,0.78,1.29,8.28,199.86,6.47,0.14,116.39,86.61,9.14,117.32,102.39,34.55,130.26,197,229.31,126.53,171.67,285.91,103.03,8.25,202.51,72.02,12.19,1101.86,34.41,578.79,63.55,129.23,271.81,33.03,31.73,63.57,27.37,2.14,74.51,29.46,120.71,37.91,31.81,35.98,0,40.77,257.33,495.7,366.83,388.88,925.48,1420.58,2046.77,1466.65,3027.07,234.72,814.45,14.51,419.08,10.94,8.51,305.6,6.48,5631.4,569.48
409,482 Rail Transportation,36,51.37,31.75,0.32,0,11.02,2.26,37.97,0.86,111.01,138.14,395.44,52.41,2.19,0.52,0.37,0.26,28.02,81.14,8.6,42.36,283.47,55.49,115.15,104.68,47.53,21.35,58.42,18.58,50.73,14.49,19.41,11.83,0.5,0.32,0.21,0.65,1.54,0.62,0.22,0.88,0.21,0.24,0.37,1.44,4.63,4.95,0.87,181.02,3.22,0.2,2.94,10.86,0.49,2.38,0.63,0.57,16.98,1.83,0.87,0.5,0.42,0.21,2.17,0,76.47,1.81,0.7,48.81,2.42,21.85,2.8,1.91,16.34,8.5,1.61,3.88,0.86,0.07,2.03,2.85,37.06,5.67,1.49,0.9,0,8.18,18.54,30.03,22.93,24.28,44.7,68.28,89.02,50.99,80.09,21.32,17.03,0.88,23.7,181.77,3.46,123.96,10.99,529.25,9.57
410,483 Water transportation,36,55.25,31.75,0.02,0.01,5.5,4.36,5.7,0.81,6.93,175.68,363.87,39.58,1.02,0,0.24,0.08,0.99,6.23,0.75,11.92,54.14,3.23,35.35,20.44,7.54,3.67,34.13,6.87,6.69,1.78,6.79,4.2,0.75,0.14,0.1,0.29,0.77,0.28,0.1,0.39,0.09,0.18,0.17,0.64,5.85,1.08,1.14,9.1,2.5,3.14,2.61,5.29,0.24,0.43,0.32,0.25,3.26,0.78,0,0.09,0.21,0.17,0.05,0,48.78,1.57,0,116.77,2.22,4.68,1.74,1.91,8.33,6.37,1.31,2.44,1,0.1,2.05,1.64,19.86,1.83,1.79,0.72,0,7.51,40.7,76.77,54.14,62.83,145.38,209.55,283.99,185.31,324.42,5.99,57.43,0.29,0,122.93,0.25,2.64,25.05,2522.22,37.88
411,484 Truck transportation,36,222.78,256.8,8.48,0.04,53.08,5.75,16.76,9.18,19.17,2340.75,2931.69,475.39,31.99,23.59,78.32,6.38,120.25,186.52,73.72,454.31,580.32,192.64,283.7,212.94,310.77,273.72,1117.18,132.63,579.02,117.2,236.17,543.42,108.67,51.1,34.32,103.76,284.59,99.77,34.6,141.21,34.05,378.28,59.93,230.29,48.88,20.21,24.91,474.42,37.26,2.26,153.1,94.22,17.57,90.04,38.77,22.93,165.7,72.3,132.06,3.56,8.93,57.42,21.81,0.29,493.1,29.09,20.67,451.49,46.41,149.53,49.91,47.17,181.6,120.07,32.61,86.24,31.67,5.81,50.47,44.62,405.13,100.57,60.01,22.15,0,113.34,425.28,752.9,556.14,556.57,1116.61,1623.9,2094.98,1340.37,2138.85,62.73,440.01,64.72,627.52,0.58,104.05,2620.41,84.72,3329.8,210.82
412,485 Transit & ground passengers,36,0,0,0,0,0,0,0.21,0.86,11.32,54.24,38.21,15.02,0.75,0.65,2.09,0.37,6.74,8.12,15.39,4.37,13.01,14.27,13.88,3.95,27.4,22.24,52.38,2.08,15.66,8.48,28.37,62.94,1.31,0.71,0.47,1.43,0.67,1.38,0.48,1.95,0.47,0.13,0.83,3.18,0.16,16.96,0,0.31,29.85,0.04,0.84,0,0.19,40.2,29.43,11.38,57.14,115.75,69.86,68.92,86.11,93.68,73.02,2.97,134.88,35.08,0,603.89,12.12,243.42,20.41,66.65,142.53,62.87,42.98,18.12,371.74,0.15,10.39,12.97,50.3,9.32,8.85,18.39,0,9.89,309.84,394.67,190.12,222.4,465.39,614.14,923.69,659.83,1280.31,0.71,9.07,0,1787.95,0.74,0,0,0,0,212.7
413,486 Pipeline transportation,36,6.25,1.09,0.01,0,1.26,40.46,0.55,0.16,229.76,18.79,1.33,0.73,0.15,0.04,0,0,0.23,0.43,0.44,228.42,12.45,0.57,0.48,0.23,0.19,0.37,0.72,0.39,0.12,0.08,0.56,2.4,0.16,0.05,0.03,0.1,0.27,0.09,0.03,0.13,0.03,0.13,0.06,0.22,11.37,1.67,2.1,13.56,4.86,0.52,0.82,2.8,0.24,0.06,0,0,0.19,0.1,0,0.12,0.24,0.01,0,0,0.76,0.51,0,1.16,0.7,2.29,0.41,0.22,0.6,0.97,0.36,0.32,0.08,0.05,0.32,0.58,1.44,0.2,0.31,0.31,0,89.5,2.24,4.14,3.43,3.53,7.09,8.84,10.29,5,5.93,0.76,6.25,0,11.67,44.52,0,0,0.12,51.25,0.04
414,487 Sightseeing transportation,36,0,0,0,2.02,5.12,0.03,3.2,0.04,336.21,5.44,18.77,2.34,0,1.29,0,0,18.92,11.31,10.33,12.9,3.66,10.16,33.36,1.31,2.02,0.32,0,0.08,0.19,16.57,8.94,1952.52,60.22,31.57,21.2,64.1,45.76,61.63,21.37,87.24,21.04,115.6,37.02,142.27,2167.84,14.57,343.96,1583.31,41.32,6.27,1543.5,939.64,65.64,155.46,151.45,1.97,22.03,167.21,300.82,14.44,1.58,261.76,50.31,0,0,42.43,101.2,644.49,7.04,159.72,48.97,13.37,116.44,65.36,12.76,58.23,51.98,39.29,38.89,8.5,25.48,22.75,34.02,16.8,0,505.1,49.77,96.04,69.63,75.93,161.45,194.9,268.08,156.25,236.12,1.1,0,0,9.42,0.33,0,0,0,1191.51,4032.39
415,49A Postal service couriers & messengers,36,2.48,0.79,0,0.01,2.58,0,0.13,0,12.02,5.59,0,0,0.2,0,0,0,0,0,19.07,4.53,5.92,0.1,0,1.6,4.87,46.72,8.16,28.77,0,0,6.42,3632.98,89.18,57.31,38.49,116.37,95.06,111.89,38.8,158.37,38.19,184.61,67.21,258.28,0,0.07,125.75,2639.56,68.12,3.38,1940.55,629.75,166.38,286.81,289.68,0,40.62,321.82,560.78,46.09,29.48,486.49,92.74,0,5.79,79.6,193.19,1019.19,25.52,338.48,43.98,74.78,236.98,165.85,35.33,115.32,50.25,28.89,18.71,147.85,378.02,45.2,85.96,72.48,0,76.62,45.47,70.23,62.21,56.95,97.78,113.03,125.83,80.33,103.65,19.97,0.18,0,267,133.55,0,0,0,2325.27,379.27
416,493 Warehousing & storage,36,103.35,17.49,0,0,0,0.03,3.77,0,37.27,0,65.55,55.93,5.49,5.47,17.91,1.64,24.16,22.61,46.88,7.71,98.01,35.1,29.21,9.93,92.58,46.64,287.33,16.57,91.63,31.64,163.59,2285.8,201.28,127.96,85.95,259.83,808.75,249.83,86.64,353.61,85.28,1166.98,150.07,576.68,1.92,0,26.95,581.08,19.53,0.13,403.18,133.71,614.9,73.4,65.8,14.58,28.69,80.02,156.56,0,0,99.49,18.45,0,8.89,17.67,38.69,195.01,0.83,135.11,10.76,5.16,62.16,40.35,9.85,29.41,23.54,7.47,10.13,13.59,139.31,25.69,26.53,7.36,0,44.27,0.86,1.62,1.1,1.06,2.1,3.08,4.05,2.87,5.16,16.03,25.5,0,371.88,93.96,0,0,0,668.92,770.05
417,511 Publishing industries,45,10.94,3.89,0.08,0.01,5.28,1.44,1.73,2.89,28.04,161.01,38.08,15.85,1.24,1.15,6.02,0.75,5.58,7.87,13.46,3.74,41.67,12.36,10.72,3.88,30.41,21.93,162.65,6.27,35.27,9.49,43.37,372.24,26.16,14.03,9.42,28.49,30.07,27.39,9.5,38.77,9.35,23.87,16.46,63.23,15.46,5.77,4.91,12.75,17.5,1.13,13.37,10.04,14.5,1405.32,85.22,73.28,242.33,169.44,582,42.79,46.54,322.84,64.64,5.55,239.92,14.59,211.14,1404.5,396.34,300.02,10.51,78.92,246.89,121.35,26.56,151.35,43.86,3.57,55.38,36.3,85.95,26.48,65.87,48.66,0,192.17,445.34,706.94,608.04,573.98,1086.24,1517.47,2158.51,1482.89,1919.2,151.59,300.19,562.67,818.55,763.47,569.87,10067.09,40.17,940.26,14774.71
423,512 Motion picture & sound recording,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52,20.84,0.01,0.01,0.02,19.35,0.02,0.01,0.03,0.01,0,0.01,0.05,4.9,0,0,0.16,0,0,1.87,0,0,11.82,6060.04,4055.11,3165.59,2.66,0,0.92,0,2.69,0.12,0,3.64,0.35,0,224.01,15.48,10.73,0,148.25,6.28,0.74,70.26,123.41,106.27,0,5.72,56.95,72.77,1.55,14.4,24.36,0,24.72,135.48,229.17,177.23,204.75,391.93,602.62,762.33,512.35,875.58,19.05,230.3,0,49.84,0,0,4580.18,14.53,13403.95,42704.04
425,515 Broadcasting,45,9.63,5.45,0.15,0.02,15.02,3.69,5,8.02,56.22,362.81,86.73,35.4,2.61,2.2,13.87,1.56,11.94,13.73,19.43,9.41,88.77,25.75,22.97,8.23,54.89,39.85,259.25,10.94,51.25,19.2,82.49,722.7,54.43,25.88,17.38,52.55,55.17,50.52,17.52,71.51,17.25,54.12,30.35,116.62,32.57,10.72,13.79,24.05,44.73,3.13,14.95,16.66,27.09,131.91,175.31,4955.33,3636.37,112.32,603.45,80.59,89.09,430.45,115.86,12.45,559.15,26.01,263.25,2313.79,520.01,331.21,20.6,42.41,276.03,198.63,46.19,63.16,99.66,6.14,127.15,71.68,198.87,40.36,50.4,57.64,0,244.43,113.36,136.11,99.18,112.65,207.36,254.61,322.28,283.16,395.46,92.39,489.42,846,532.69,557.6,202.33,6856.34,0,859.12,15384.76
427,517 Telecommunications,45,32.75,11.55,0.38,0,0.83,6.16,6.92,10.45,28.67,774.92,173.96,91.92,5.82,6.02,28.15,2.53,32.27,41.13,64.62,23.82,165.91,68.83,63.93,15.12,151.43,127.94,872.99,35.38,126.15,93.14,169.5,1906.83,151.08,63.22,42.47,128.38,99.52,123.44,42.81,174.72,42.13,69.92,74.15,284.94,95.83,2,58.75,215.82,114.64,3.57,76.4,77.83,116,212.64,320.79,211.25,11953.34,687.97,1035.61,91.54,387.39,1116.86,339.25,13.91,1414.4,134.05,418.76,3232.51,833.71,1321.16,60.86,295.84,955.67,404.28,116.77,291.74,165.8,11.07,113.37,145.12,471.14,235.28,203.35,181.92,0,167.01,2196.68,3887.68,3024.96,2969.55,5796.23,7326.47,8136.55,4080.77,4632.8,457.71,568.76,34.5,4214.78,132.06,8.25,734.78,0,724.67,9117.65
430,518 Internet & data process svcs,45,0.18,0.05,0,0,0,1.69,0.26,0.14,62.33,88.21,155.51,48.98,5.27,5.08,18.55,3.17,39.14,44.16,35.53,10.78,89.4,54.08,67.92,17.07,132.78,113.92,340.52,21.38,148.49,47.75,138.42,401.82,68.4,27,18.14,54.83,83.27,52.72,18.28,74.61,17.99,77.94,31.67,121.68,77.06,0.05,0,3.35,10.51,1.24,14.87,3.28,4.14,78.9,69.17,68.7,219.91,331.5,503.03,131.06,47.54,3072.15,128.9,13.35,85.87,7.91,18.16,1191.85,659.32,894.43,51.04,38.91,113.54,164.49,16.9,35.04,47.65,1.38,27.78,24.54,188.3,34.9,36.09,111.53,0,329.81,9.85,16.06,13.94,12.94,24.53,34.45,48.96,32.82,41.77,157.88,1715.14,6.44,1111.7,870.66,11.95,206.32,0.96,233.17,4727.7
431,519 Other information services,45,11.41,6.37,0.18,0.02,17.38,3.66,5.7,9.88,76.86,425.52,100.46,41.03,3.02,2.56,16.07,1.8,13.83,15.9,22.65,10.89,103.01,29.86,26.62,9.54,63.8,46.31,302.2,12.72,59.78,22.27,95.85,884.95,76.83,34.66,23.28,70.38,79.46,67.67,23.47,95.78,23.1,69.33,40.65,156.2,37.77,12.47,15.96,32.37,54.35,3.62,18.16,22.3,32.15,380.7,220.25,209.78,707.84,201.4,2361.5,107.54,115.27,667.78,169.73,20.38,659.55,40.42,1158.85,3654.49,753.56,885.65,41.67,367.91,378.75,259.55,63.19,148.65,152.5,8.47,181.67,107.98,310.65,80.89,292.13,131.27,0,406.53,171.83,247.59,215.1,248.88,468.83,657.52,865.99,638.57,987.64,124.08,673.9,988.35,966.38,1421.18,251.41,5092.89,1.39,3409.41,31600.1
433,521 Monetary authorities,51,231.85,53.95,0.29,0.05,23.16,6.06,12.36,14.27,342.86,594.26,281.08,97.72,7.14,5.16,21.76,2.67,17.54,20.95,24.27,20.06,66.45,83.33,77.96,27.62,134.95,93.97,208.56,25.35,73.63,36.6,122.89,716.62,55.81,42.59,28.61,86.49,88.38,83.16,28.84,117.71,28.39,34.63,49.95,191.96,100.22,40.83,26.75,348.1,159.34,3.57,40.2,101.44,35.05,232.55,293.08,44.4,382.99,181.54,195.66,1935.12,1095.53,1609,551.82,796.84,8591.93,206.16,1808.35,2861.52,499.37,628.05,33.6,80.59,705.3,214.37,140.11,182.41,52.75,3.13,99.56,48.86,127.82,120.72,83.32,192.25,0,1295.34,711.39,1728.18,1529.27,1215.6,2528.93,5095.73,5718.61,2054.91,2236.45,3.54,0,0,577.95,18.1,0,0,0,2178.24,329.09
434,522 Credit intermediation & related,51,77.9,5.56,0.56,0.03,13.15,13.4,13.51,10.36,22.19,538.36,137.19,62.74,4.11,3.72,21.57,2.75,18.48,22.97,31.47,19.1,62.95,31.01,39.25,12.48,62.92,58.63,208.86,28.61,49.69,21.56,48.15,1417.22,109.31,47.48,31.89,96.42,145.25,92.71,32.15,131.22,31.64,28.24,55.69,214,181.29,195.57,4.88,226.18,211.11,0.85,23.37,66.79,24.24,35.47,153.5,160.78,67.8,41.65,224.9,730.52,828.21,1633.82,106.56,78.41,5737.22,142.52,426.72,551.72,506.73,260.94,25.74,61.1,231.62,148.15,31.43,39.69,79.26,3.97,286.56,136.63,287.94,89.6,106.52,413.37,0,323,150.9,316.8,289.67,242.92,505.74,917.71,1059.65,485.96,644.49,2.4,6.23,0,212.16,123.22,0,0,0,1593.61,2019.65
435,523 Securities & other financial,51,28.32,26.33,0.08,0.05,16.68,1.54,34.53,54.05,67.76,381.66,76.5,25.89,2.25,1.5,8.52,1.22,9.07,10.28,19.47,13.19,17.9,24.94,25.67,65.04,261.09,215.94,301.27,43.15,200.56,74.57,233.56,418.17,33.47,15.18,10.2,30.82,44.65,29.63,10.28,41.95,10.12,7.14,17.8,68.41,50.06,156.8,172.22,140.26,74.28,2.85,46.79,24.76,9.51,89.04,103.34,46.26,77.26,35.7,102.26,4980.81,1085.79,6849.18,358.67,10160.95,781.46,34.02,487.33,1013.7,779.93,361.41,12.82,63.1,331.01,1719.69,72.86,1035.56,96.12,4.02,62.67,49.66,174.02,39.84,27.3,1857,0,1439.97,650.98,1580.48,1398.07,1111.86,2313.12,4657.93,5227.66,1881.21,2049.41,0.65,0,0,579.8,87.32,0,1.53,0,4795.19,3386.1
